Edition,Report Type,Measure Name,State Name,Rank,Value,Score,LowerCI,UpperCI,Source,Source Year
"2022","2022 Annual","Non-medical Drug Use - $75,000 or More","Tennessee","",9.5,,6.6,12.4,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Suicide","Tennessee",30,17.7,,16.7,18.7,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Female","Tennessee","",6.9,,6.1,7.8,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Male","Tennessee",34,29.7,,27.8,31.6,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 15-24","Tennessee","",15.4,,12.8,18,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 25-34","Tennessee","",23,,19.9,26,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 35-44","Tennessee","",24,,20.7,27.3,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 45-54","Tennessee","",24.8,,21.5,28.1,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 55-64","Tennessee","",21.4,,18.4,24.5,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 65-74","Tennessee","",17.7,,14.6,20.8,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 75-84","Tennessee","",23,,18.3,28.6,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Ages 85+","Tennessee","",29.9,,21,41.2,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - American Indian/Alaska Native","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Asian","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Black","Tennessee","",7.5,,6,9.2,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Hispanic","Tennessee","",7.8,,5.3,11,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - Multiracial","Tennessee","","",,3.9,16.3,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Suicide - White","Tennessee","",20.5,,19.3,21.7,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Mortality - Annual","Tennessee",38,-0.585,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Premature Death","Tennessee",44,11654,,11544,11764,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Premature Death - American Indian/Alaska Native","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - Asian/Pacific Islander","Tennessee","",3771,,3287,4254,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - Black","Tennessee","",13606,,13296,13917,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - Hispanic","Tennessee","",5599,,5171,6027,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - White","Tennessee",45,10661,,10541,10781,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death Racial Disparity","Tennessee",11,1.3,,"","","CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - American Indian/Alaska Native","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - Asian/Pacific Islander","Tennessee","",3771,,3287,4254,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - Black","Tennessee","",13606,,13296,13917,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - Hispanic","Tennessee","",5599,,5171,6027,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Premature Death - White","Tennessee",45,10661,,10541,10781,"CDC WONDER, Multiple Cause of Death Files","2018-2020"
"2022","2022 Annual","Physical Health - Annual","Tennessee",45,-1.022,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Frequent Physical Distress","Tennessee",46,14.2,,12.9,15.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - American Indian/Alaska Native","Tennessee","",27.1,,12.5,41.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Black","Tennessee","",12.8,,9.1,16.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Multiracial","Tennessee","",21.2,,11.8,30.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - White","Tennessee","",14.7,,13.3,16.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Less Than High School","Tennessee","",33,,26.3,39.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - High School/GED","Tennessee","",15.8,,13.4,18.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Some Post-High School","Tennessee","",14.5,,12.2,16.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - College Grad","Tennessee","",7.3,,5.9,8.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Ages 18-44","Tennessee","",8.6,,6.9,10.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Ages 45-64","Tennessee","",19.2,,16.9,21.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Ages 65+","Tennessee","",18.4,,15.3,21.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Female","Tennessee","",15.4,,13.5,17.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Male","Tennessee","",13,,11.2,14.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Less Than $25,000","Tennessee","",32.6,,28,37.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - $25-$49,999","Tennessee","",17.5,,14.6,20.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - $50-$74,999","Tennessee","",12.2,,8.9,15.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - $75,000 or More","Tennessee","",4.8,,3.4,6.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Metro","Tennessee","",13.1,,11.7,14.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Physical Distress - Non-Metro","Tennessee","",17.5,,15,20.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status","Tennessee",39,49.4,,47.6,51.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - American Indian/Alaska Native","Tennessee","",36.6,,21.2,52.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Asian","Tennessee","",77,,64.4,89.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Black","Tennessee","",41.6,,35.8,47.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Hispanic","Tennessee","",46.3,,34.8,57.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Multiracial","Tennessee","",50.1,,37.5,62.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - White","Tennessee","",50.6,,48.6,52.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Less Than High School","Tennessee","",23.5,,17.3,29.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - High School/GED","Tennessee","",42.5,,38.8,46.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Some Post-High School","Tennessee","",47,,43.5,50.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - College Grad","Tennessee","",65,,62.3,67.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Ages 18-44","Tennessee","",59.3,,56.3,62.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Ages 45-64","Tennessee","",44.5,,41.5,47.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Ages 65+","Tennessee","",36.9,,33.6,40.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Female","Tennessee","",47.4,,44.9,49.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Male","Tennessee","",51.6,,48.9,54.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Less Than $25,000","Tennessee","",24.2,,19.8,28.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - $25-$49,999","Tennessee","",39.1,,35.3,42.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - $50-$74,999","Tennessee","",52.8,,47.5,58,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - $75,000 or More","Tennessee","",67.2,,63.8,70.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Metro","Tennessee","",52,,49.8,54.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Health Status - Non-Metro","Tennessee","",41.6,,38.2,44.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Low Birthweight","Tennessee",36,8.9,,8.7,9.1,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Mother Ages 15-19","Tennessee","",10.6,,9.7,11.5,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Mother Ages 20-24","Tennessee",29,8.7,,8.3,9.1,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Mother Ages 25-29","Tennessee",38,8.4,,8,8.8,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Mother Ages 30-34","Tennessee",37,8.5,,8.1,8.9,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Mother Ages 35-39","Tennessee",36,9.8,,9.2,10.4,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Mother Ages 40-44","Tennessee","",11.9,,10.4,13.4,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - American Indian/Alaska Native","Tennessee","","",,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Asian","Tennessee","",9.5,,8.1,10.9,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Black","Tennessee","",14.6,,14,15.2,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Hispanic","Tennessee","",7.5,,7,8,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Multiracial","Tennessee","",9.7,,8.2,11.2,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - White","Tennessee",36,7.4,,7.2,7.6,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Less Than High School","Tennessee",32,10.7,,10.1,11.3,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - High School Graduate","Tennessee",42,10.7,,10.3,11.1,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - Some Post-High School","Tennessee",37,9.3,,8.9,9.7,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight - College Graduate","Tennessee",27,6.6,,6.3,6.9,"CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Low Birthweight Racial Disparity","Tennessee",20,1.9,,"","","CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - American Indian/Alaska Native (3 year)","Tennessee","","",,"","","CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - Asian (3 year)","Tennessee",44,10,,9.2,10.8,"CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - Black (3 year)","Tennessee","",14.8,,14.5,15.1,"CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - Hawaiian/Pacific Islander (3 year)","Tennessee","","",,"","","CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - Hispanic (3 year)","Tennessee","",7.3,,7,7.6,"CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - Multiracial (3 year)","Tennessee","",10,,9.1,10.9,"CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Low Birthweight - White (3 year)","Tennessee",39,7.6,,7.5,7.7,"CDC WONDER, Natality Public Use Files","2018-2020"
"2022","2022 Annual","Multiple Chronic Conditions","Tennessee",46,14.1,,12.8,15.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - American Indian/Alaska Native","Tennessee","",29.7,,15.3,44.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Black","Tennessee","",10.2,,7.2,13.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Multiracial","Tennessee","",19.2,,10.6,27.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - White","Tennessee","",15.2,,13.8,16.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Less Than High School","Tennessee","",33.6,,27.3,39.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - High School/GED","Tennessee","",16.5,,14.2,18.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Some Post-High School","Tennessee","",16,,13.6,18.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - College Grad","Tennessee","",6.4,,5.1,7.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Ages 18-44","Tennessee","",3.8,,2.8,4.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Ages 45-64","Tennessee","",18.2,,15.9,20.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Ages 65+","Tennessee","",28.3,,25.1,31.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Female","Tennessee","",16.5,,14.7,18.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Male","Tennessee","",11.5,,9.9,13,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Less Than $25,000","Tennessee","",34.8,,30.4,39.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - $25-$49,999","Tennessee","",18.1,,15,21.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - $50-$74,999","Tennessee","",11.2,,8.2,14.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - $75,000 or More","Tennessee","",4.6,,3.4,5.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Metro","Tennessee","",12.6,,11.2,14,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Multiple Chronic Conditions - Non-Metro","Tennessee","",18.4,,15.8,20.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis","Tennessee",42,30.1,,28.5,31.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - American Indian/Alaska Native","Tennessee","",42.2,,26.3,58,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Black","Tennessee","",25.3,,20.5,30.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Hispanic","Tennessee","",15,,6.9,23,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Multiracial","Tennessee","",29.3,,19.1,39.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - White","Tennessee","",32.7,,30.9,34.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Less Than High School","Tennessee","",49.1,,42.2,56,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - High School/GED","Tennessee","",36.6,,33.2,40,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Some Post-High School","Tennessee","",33.6,,30.4,36.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - College Grad","Tennessee","",23,,20.7,25.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Ages 18-44","Tennessee","",11.7,,9.8,13.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Ages 45-64","Tennessee","",38.7,,35.8,41.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Ages 65+","Tennessee","",54.4,,50.9,57.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Female","Tennessee","",34.6,,32.3,37,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Male","Tennessee","",25.4,,23.1,27.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Less Than $25,000","Tennessee","",53.4,,48.5,58.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - $25-$49,999","Tennessee","",35.6,,31.8,39.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - $50-$74,999","Tennessee","",29.4,,24.7,34,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - $75,000 or More","Tennessee","",22.3,,19.4,25.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Metro","Tennessee","",28.2,,26.3,30.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Arthritis - Non-Metro","Tennessee","",36.1,,32.9,39.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma","Tennessee",30,10.3,,9.2,11.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Black","Tennessee","",11,,7.2,14.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Hispanic","Tennessee","",18,,8,27.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Multiracial","Tennessee","",18.4,,9.2,27.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - White","Tennessee","",9.8,,8.6,11,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Less Than High School","Tennessee","",16.9,,11.6,22.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - High School/GED","Tennessee","",9,,7,11,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Some Post-High School","Tennessee","",10.7,,8.5,12.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - College Grad","Tennessee","",6.4,,5.1,7.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Ages 18-44","Tennessee","",10.5,,8.6,12.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Ages 45-64","Tennessee","",11.2,,9.3,13.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Ages 65+","Tennessee","",8.8,,6.6,10.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Female","Tennessee","",13.4,,11.6,15.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Male","Tennessee","",7,,5.6,8.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Less Than $25,000","Tennessee","",17.3,,13.5,21.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - $25-$49,999","Tennessee","",9.4,,7.1,11.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - $50-$74,999","Tennessee","",8.6,,5.5,11.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - $75,000 or More","Tennessee","",6,,4.4,7.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Metro","Tennessee","",10.1,,8.7,11.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Asthma - Non-Metro","Tennessee","",11.2,,9.1,13.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer","Tennessee",37,7.9,,6.9,8.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Black","Tennessee","",4.6,,2.3,6.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - White","Tennessee","",8.7,,7.6,9.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Less Than High School","Tennessee","",15.9,,10.7,21.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - High School/GED","Tennessee","",7.8,,6,9.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Some Post-High School","Tennessee","",8.7,,6.9,10.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - College Grad","Tennessee","",7,,5.6,8.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Ages 18-44","Tennessee","",2.6,,1.7,3.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Ages 45-64","Tennessee","",8,,6.3,9.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Ages 65+","Tennessee","",18.3,,15.5,21.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Female","Tennessee","",9.1,,7.6,10.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Male","Tennessee","",6.7,,5.4,8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Less Than $25,000","Tennessee","",14.4,,10.7,18.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - $25-$49,999","Tennessee","",9.3,,7.1,11.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - $50-$74,999","Tennessee","",6.9,,4.5,9.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
